,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0,828.0,1380.0,828.0,89.0,828.0,979.0,828.0,222.0,828.0,130.0,828.0,774.0,828.0,1118.0,828.0,130.0,828.0,130.0,828.0,1118.0,828.0,1840.0,828.0,267.0,828.0,828.0,828.0,920.0,828.0,1424.0,828.0,1012.0,828.0,828.0,828.0,2392.0,828.0,89.0,828.0,2225.0,828.0,2225.0,828.0,2225.0,828.0,2225.0,828.0,178.0,828.0,2403.0,828.0,2403.0,828.0,828.0
1,828.0,1380.0,828.0,89.0,828.0,979.0,828.0,222.0,828.0,130.0,828.0,774.0,828.0,1118.0,828.0,130.0,828.0,130.0,828.0,1118.0,828.0,1840.0,828.0,267.0,828.0,828.0,828.0,920.0,828.0,1424.0,828.0,1012.0,828.0,828.0,828.0,2392.0,828.0,178.0,828.0,2225.0,828.0,2225.0,828.0,2136.0,828.0,1780.0,828.0,2403.0,828.0,2403.0,828.0,2403.0,828.0,828.0
2,828.0,1380.0,828.0,89.0,828.0,979.0,828.0,222.0,828.0,130.0,828.0,774.0,828.0,1118.0,828.0,130.0,828.0,130.0,828.0,860.0,828.0,1840.0,828.0,267.0,828.0,828.0,828.0,920.0,828.0,1424.0,828.0,1104.0,828.0,828.0,828.0,2392.0,828.0,89.0,828.0,2225.0,828.0,2225.0,828.0,356.0,828.0,2225.0,828.0,1068.0,828.0,2314.0,828.0,2403.0,828.0,828.0
3,828.0,1380.0,828.0,89.0,828.0,979.0,828.0,222.0,828.0,130.0,828.0,688.0,828.0,1118.0,828.0,130.0,828.0,130.0,828.0,1118.0,828.0,1840.0,828.0,267.0,828.0,828.0,828.0,920.0,828.0,1424.0,828.0,1104.0,828.0,828.0,828.0,2392.0,828.0,0.0,828.0,460.0,828.0,2225.0,828.0,2225.0,828.0,2225.0,828.0,178.0,828.0,2403.0,828.0,0.0,828.0,531.0
4,828.0,1380.0,828.0,89.0,828.0,979.0,828.0,222.0,828.0,130.0,828.0,774.0,828.0,1118.0,828.0,130.0,828.0,130.0,828.0,1118.0,828.0,1840.0,828.0,1068.0,828.0,828.0,828.0,920.0,828.0,1424.0,828.0,1104.0,828.0,828.0,828.0,2392.0,828.0,89.0,828.0,2225.0,828.0,2225.0,828.0,2225.0,828.0,2225.0,828.0,0.0,828.0,0.0,828.0,2403.0,828.0,828.0
5,828.0,1380.0,828.0,89.0,828.0,979.0,828.0,222.0,828.0,130.0,828.0,774.0,828.0,1118.0,828.0,130.0,828.0,130.0,828.0,1118.0,828.0,1840.0,828.0,267.0,828.0,828.0,828.0,920.0,828.0,534.0,828.0,1104.0,828.0,1104.0,828.0,2392.0,828.0,89.0,828.0,2225.0,828.0,2225.0,828.0,2225.0,828.0,2225.0,828.0,516.0,828.0,2403.0,828.0,2403.0,828.0,736.0
6,828.0,1380.0,828.0,89.0,828.0,979.0,828.0,222.0,828.0,130.0,828.0,774.0,828.0,1118.0,828.0,130.0,828.0,130.0,828.0,1118.0,828.0,1840.0,828.0,267.0,828.0,828.0,828.0,184.0,828.0,1424.0,828.0,1104.0,828.0,828.0,828.0,2392.0,828.0,89.0,828.0,2225.0,828.0,178.0,828.0,2225.0,828.0,2225.0,828.0,267.0,828.0,267.0,828.0,2047.0,828.0,0.0
7,828.0,1380.0,828.0,89.0,828.0,979.0,828.0,222.0,828.0,130.0,828.0,774.0,828.0,1118.0,828.0,130.0,828.0,130.0,828.0,1118.0,828.0,1840.0,828.0,267.0,828.0,828.0,828.0,460.0,828.0,1424.0,828.0,1104.0,828.0,828.0,828.0,2392.0,828.0,89.0,828.0,2225.0,828.0,2225.0,828.0,2225.0,828.0,2225.0,828.0,801.0,828.0,1869.0,828.0,1780.0,828.0,184.0
8,828.0,1380.0,828.0,89.0,828.0,89.0,828.0,276.0,828.0,774.0,828.0,774.0,828.0,774.0,828.0,130.0,828.0,130.0,828.0,1118.0,828.0,828.0,828.0,267.0,828.0,828.0,828.0,368.0,828.0,1424.0,828.0,1104.0,828.0,828.0,828.0,0.0,828.0,89.0,828.0,2225.0,828.0,2225.0,828.0,2225.0,828.0,92.0,828.0,1780.0,828.0,1602.0,828.0,2403.0,828.0,828.0
9,828.0,1380.0,828.0,89.0,828.0,89.0,828.0,276.0,828.0,774.0,828.0,688.0,828.0,774.0,828.0,325.0,828.0,130.0,828.0,1118.0,828.0,828.0,828.0,267.0,828.0,828.0,828.0,920.0,828.0,1424.0,828.0,1012.0,828.0,828.0,828.0,0.0,828.0,89.0,828.0,2225.0,828.0,2225.0,828.0,2225.0,828.0,92.0,828.0,2403.0,828.0,1564.0,828.0,2403.0,828.0,828.0
