40,3.0,6.0,3.0,3.0,23.0,3.0,3.0,3.0,6.0,12.0,17.0,17.0,12.0,42.0,9.0,27.0,3.0,39.0,3.0,6.0,39.0,36.0,0.0,42.0,42.0,18.0,8.0,27.0,3.0,0.0,0.0,0.0,44.0,9.0,12.0,0.0,0.0,20.0,20.0,21.0,45.0,3.0,3.0,15.0,0.0,30.0,17.0,18.0,45.0,27.0,3.0,12.0,3.0,32.0,9.0,3.0,0.0,42.0,42.0,6.0,8.0,0.0,18.0,27.0,0.0,44.0,15.0,45.0,50.0,14.0,14.0,0.0,15.0,21.0,33.0,18.0,3.0,6.0,0.0,9.0,0.0,18.0,18.0,9.0,53.0,45.0,21.0,29.0,23.0,24.0,21.0,0.0,6.0,21.0,8.0,18.0,3.0,24.0,0.0,0.0,44.0,53.0,18.0,45.0,0.0,27.0,15.0,3.0,30.0,3.0,36.0,0.0,6.0,0.0,15.0,3.0,0.0,0.0,0.0,39.0,39.0,32.0,53.0,38.0,15.0,15.0,6.0,29.0,8.0,12.0,8.0,0.0,0.0,0.0,6.0,14.0,14.0,3.0,3.0,9.0,0.0,15.0,0.0,39.0,39.0,53.0,53.0,15.0,0.0,27.0,0.0,29.0,35.0,9.0,24.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,15.0,39.0,39.0,53.0,15.0,0.0,0.0,12.0,0.0,0.0,0.0,14.0,0.0,45.0,36.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,6.0,39.0,39.0,53.0,53.0,0.0,21.0,36.0,29.0,44.0,8.0,8.0,0.0,0.0,53.0,0.0,39.0,14.0,14.0,0.0,6.0,39.0,0.0,39.0,39.0,18.0,53.0,53.0,15.0,15.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
41,3.0,18.0,3.0,15.0,29.0,3.0,3.0,3.0,9.0,0.0,17.0,17.0,3.0,18.0,35.0,27.0,9.0,3.0,53.0,29.0,0.0,0.0,42.0,42.0,42.0,0.0,35.0,53.0,0.0,21.0,8.0,20.0,15.0,12.0,45.0,14.0,14.0,20.0,0.0,53.0,0.0,3.0,42.0,6.0,41.0,0.0,17.0,0.0,18.0,12.0,27.0,24.0,3.0,53.0,29.0,0.0,0.0,42.0,18.0,8.0,8.0,21.0,18.0,0.0,0.0,41.0,33.0,0.0,45.0,0.0,14.0,20.0,26.0,53.0,3.0,0.0,6.0,6.0,0.0,17.0,0.0,27.0,0.0,0.0,12.0,15.0,9.0,0.0,44.0,0.0,0.0,33.0,42.0,30.0,8.0,3.0,3.0,0.0,0.0,0.0,44.0,44.0,0.0,53.0,24.0,14.0,15.0,3.0,3.0,3.0,15.0,0.0,3.0,0.0,0.0,36.0,0.0,0.0,39.0,3.0,0.0,53.0,53.0,53.0,15.0,15.0,0.0,21.0,8.0,8.0,8.0,0.0,0.0,0.0,3.0,14.0,14.0,14.0,3.0,9.0,0.0,27.0,0.0,39.0,39.0,53.0,23.0,0.0,15.0,15.0,29.0,29.0,8.0,0.0,0.0,0.0,24.0,47.0,0.0,14.0,12.0,3.0,3.0,0.0,0.0,39.0,39.0,39.0,0.0,0.0,15.0,6.0,0.0,29.0,45.0,0.0,12.0,0.0,21.0,9.0,0.0,24.0,36.0,3.0,0.0,3.0,0.0,0.0,0.0,39.0,0.0,0.0,15.0,0.0,0.0,9.0,29.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,14.0,14.0,39.0,3.0,0.0,0.0,39.0,0.0,27.0,53.0,53.0,12.0,0.0,21.0,12.0,15.0,39.0,0.0,0.0,0.0,0.0,42.0
42,3.0,3.0,3.0,3.0,18.0,3.0,21.0,3.0,36.0,0.0,53.0,0.0,18.0,0.0,36.0,27.0,0.0,15.0,3.0,29.0,0.0,21.0,42.0,24.0,6.0,0.0,0.0,18.0,12.0,17.0,0.0,53.0,15.0,45.0,24.0,3.0,14.0,20.0,20.0,0.0,53.0,3.0,53.0,0.0,0.0,27.0,17.0,12.0,18.0,27.0,27.0,15.0,17.0,0.0,29.0,0.0,0.0,0.0,42.0,17.0,8.0,3.0,3.0,0.0,0.0,44.0,44.0,45.0,30.0,0.0,14.0,3.0,0.0,53.0,45.0,6.0,3.0,6.0,12.0,27.0,35.0,0.0,3.0,27.0,0.0,0.0,3.0,29.0,0.0,0.0,0.0,42.0,42.0,35.0,24.0,3.0,3.0,0.0,0.0,0.0,0.0,8.0,45.0,15.0,29.0,38.0,15.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,8.0,3.0,0.0,0.0,39.0,39.0,18.0,53.0,53.0,0.0,15.0,15.0,29.0,15.0,45.0,8.0,30.0,0.0,30.0,0.0,0.0,14.0,14.0,14.0,3.0,3.0,24.0,27.0,0.0,39.0,12.0,53.0,53.0,15.0,42.0,15.0,18.0,29.0,8.0,8.0,18.0,18.0,0.0,0.0,0.0,14.0,14.0,15.0,3.0,0.0,18.0,39.0,0.0,39.0,53.0,53.0,15.0,15.0,8.0,12.0,29.0,0.0,0.0,45.0,0.0,41.0,0.0,26.0,33.0,3.0,6.0,15.0,12.0,42.0,39.0,39.0,53.0,9.0,0.0,24.0,15.0,29.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,29.0,14.0,15.0,3.0,3.0,0.0,53.0,39.0,27.0,53.0,53.0,45.0,15.0,15.0,17.0,29.0,8.0,27.0,0.0,9.0,45.0,0.0,0.0
43,3.0,3.0,3.0,24.0,3.0,3.0,3.0,3.0,6.0,6.0,17.0,17.0,27.0,3.0,45.0,27.0,0.0,27.0,3.0,29.0,36.0,18.0,42.0,0.0,0.0,24.0,3.0,0.0,3.0,44.0,26.0,0.0,39.0,9.0,24.0,12.0,14.0,14.0,20.0,44.0,53.0,0.0,3.0,12.0,6.0,12.0,0.0,18.0,0.0,27.0,0.0,3.0,9.0,29.0,29.0,18.0,0.0,42.0,45.0,0.0,8.0,24.0,3.0,0.0,32.0,9.0,53.0,45.0,45.0,14.0,14.0,0.0,27.0,53.0,53.0,3.0,27.0,6.0,6.0,17.0,17.0,39.0,33.0,0.0,27.0,21.0,3.0,15.0,42.0,0.0,21.0,27.0,27.0,20.0,0.0,0.0,3.0,0.0,0.0,53.0,26.0,44.0,45.0,45.0,53.0,14.0,15.0,24.0,3.0,3.0,3.0,0.0,42.0,3.0,8.0,3.0,0.0,0.0,39.0,27.0,0.0,53.0,9.0,15.0,15.0,15.0,29.0,29.0,12.0,8.0,3.0,0.0,24.0,30.0,0.0,14.0,14.0,21.0,42.0,3.0,0.0,27.0,0.0,39.0,6.0,53.0,53.0,0.0,24.0,15.0,21.0,15.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,21.0,3.0,0.0,24.0,21.0,0.0,39.0,53.0,0.0,15.0,15.0,45.0,0.0,33.0,0.0,18.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,18.0,21.0,33.0,0.0,6.0,39.0,15.0,53.0,15.0,11.0,15.0,29.0,15.0,39.0,8.0,53.0,0.0,0.0,3.0,3.0,6.0,3.0,3.0,3.0,0.0,0.0,39.0,39.0,0.0,53.0,53.0,3.0,15.0,29.0,29.0,0.0,8.0,0.0,0.0,0.0,30.0,45.0
44,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,6.0,17.0,17.0,18.0,3.0,27.0,17.0,3.0,21.0,3.0,29.0,21.0,0.0,42.0,42.0,21.0,21.0,3.0,3.0,26.0,0.0,26.0,24.0,27.0,45.0,24.0,14.0,47.0,0.0,20.0,53.0,53.0,3.0,3.0,27.0,21.0,9.0,11.0,42.0,0.0,0.0,27.0,3.0,3.0,26.0,29.0,0.0,53.0,18.0,42.0,8.0,24.0,3.0,0.0,0.0,0.0,44.0,0.0,30.0,45.0,6.0,14.0,20.0,30.0,21.0,36.0,3.0,9.0,3.0,12.0,0.0,29.0,0.0,18.0,27.0,0.0,11.0,0.0,29.0,29.0,0.0,12.0,42.0,42.0,0.0,53.0,9.0,0.0,3.0,0.0,3.0,36.0,44.0,0.0,45.0,3.0,3.0,3.0,3.0,3.0,24.0,3.0,0.0,3.0,3.0,8.0,3.0,0.0,0.0,39.0,24.0,6.0,14.0,53.0,15.0,15.0,12.0,21.0,12.0,8.0,8.0,14.0,0.0,0.0,8.0,0.0,14.0,14.0,14.0,3.0,3.0,0.0,27.0,0.0,0.0,39.0,53.0,6.0,53.0,15.0,15.0,0.0,29.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,3.0,0.0,0.0,45.0,39.0,39.0,45.0,53.0,32.0,15.0,0.0,24.0,29.0,8.0,0.0,18.0,0.0,0.0,0.0,53.0,0.0,0.0,27.0,0.0,3.0,27.0,27.0,39.0,39.0,9.0,53.0,15.0,9.0,33.0,6.0,0.0,45.0,39.0,15.0,0.0,0.0,42.0,24.0,11.0,9.0,3.0,9.0,18.0,0.0,0.0,21.0,53.0,15.0,24.0,21.0,15.0,0.0,29.0,3.0,8.0,0.0,0.0,9.0,18.0,0.0
45,3.0,3.0,3.0,29.0,3.0,3.0,18.0,3.0,0.0,6.0,17.0,17.0,3.0,30.0,0.0,12.0,36.0,12.0,0.0,29.0,6.0,0.0,53.0,42.0,8.0,20.0,3.0,18.0,3.0,0.0,0.0,0.0,44.0,45.0,24.0,17.0,3.0,20.0,20.0,53.0,53.0,3.0,3.0,6.0,6.0,9.0,17.0,18.0,0.0,27.0,24.0,15.0,18.0,29.0,15.0,0.0,9.0,36.0,0.0,8.0,8.0,15.0,3.0,44.0,0.0,44.0,44.0,45.0,24.0,14.0,45.0,20.0,9.0,0.0,33.0,24.0,3.0,6.0,6.0,17.0,27.0,18.0,0.0,27.0,18.0,0.0,3.0,29.0,12.0,0.0,0.0,42.0,50.0,0.0,3.0,6.0,3.0,0.0,0.0,0.0,44.0,44.0,45.0,8.0,6.0,15.0,3.0,6.0,0.0,39.0,3.0,0.0,3.0,9.0,8.0,3.0,39.0,0.0,39.0,39.0,39.0,53.0,53.0,0.0,33.0,15.0,29.0,29.0,8.0,0.0,8.0,36.0,9.0,45.0,24.0,6.0,9.0,14.0,3.0,0.0,6.0,0.0,24.0,45.0,27.0,53.0,42.0,42.0,0.0,15.0,29.0,53.0,21.0,8.0,0.0,0.0,15.0,0.0,0.0,14.0,0.0,3.0,3.0,6.0,21.0,39.0,39.0,39.0,30.0,53.0,15.0,15.0,29.0,3.0,14.0,6.0,0.0,42.0,0.0,39.0,0.0,14.0,38.0,3.0,3.0,3.0,0.0,0.0,50.0,0.0,0.0,53.0,15.0,15.0,0.0,0.0,29.0,8.0,0.0,0.0,0.0,0.0,53.0,14.0,14.0,3.0,3.0,12.0,0.0,18.0,0.0,39.0,27.0,0.0,53.0,3.0,15.0,33.0,29.0,8.0,33.0,0.0,0.0,33.0,0.0,3.0
46,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,6.0,17.0,17.0,18.0,3.0,0.0,27.0,3.0,18.0,3.0,0.0,21.0,0.0,42.0,42.0,0.0,53.0,3.0,6.0,29.0,0.0,53.0,0.0,3.0,0.0,24.0,0.0,23.0,0.0,12.0,0.0,41.0,3.0,3.0,6.0,24.0,9.0,53.0,0.0,33.0,29.0,18.0,53.0,29.0,29.0,18.0,0.0,0.0,15.0,6.0,8.0,0.0,3.0,50.0,29.0,23.0,44.0,0.0,0.0,24.0,14.0,17.0,53.0,0.0,27.0,24.0,0.0,24.0,0.0,0.0,3.0,6.0,18.0,18.0,27.0,23.0,41.0,3.0,0.0,29.0,0.0,0.0,9.0,42.0,26.0,8.0,3.0,3.0,0.0,21.0,0.0,44.0,9.0,45.0,6.0,18.0,27.0,3.0,3.0,3.0,21.0,3.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,39.0,39.0,0.0,24.0,33.0,15.0,15.0,15.0,29.0,24.0,3.0,8.0,8.0,18.0,9.0,33.0,0.0,45.0,27.0,12.0,3.0,6.0,0.0,0.0,18.0,39.0,0.0,53.0,53.0,0.0,27.0,15.0,8.0,29.0,0.0,3.0,0.0,21.0,12.0,6.0,23.0,3.0,9.0,3.0,3.0,21.0,0.0,39.0,0.0,39.0,18.0,53.0,45.0,15.0,29.0,24.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,14.0,30.0,3.0,18.0,3.0,27.0,0.0,39.0,39.0,0.0,53.0,15.0,15.0,12.0,0.0,29.0,12.0,8.0,0.0,41.0,0.0,0.0,0.0,14.0,24.0,0.0,27.0,0.0,9.0,30.0,0.0,53.0,0.0,53.0,15.0,0.0,29.0,0.0,8.0,8.0,9.0,0.0,36.0,0.0,0.0
47,6.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,12.0,27.0,6.0,36.0,18.0,3.0,24.0,27.0,6.0,3.0,0.0,53.0,45.0,0.0,0.0,27.0,0.0,27.0,42.0,27.0,6.0,0.0,38.0,44.0,0.0,12.0,30.0,41.0,6.0,24.0,20.0,0.0,0.0,0.0,3.0,6.0,3.0,3.0,17.0,0.0,6.0,27.0,27.0,0.0,0.0,29.0,29.0,0.0,20.0,42.0,6.0,44.0,8.0,0.0,24.0,0.0,0.0,44.0,44.0,24.0,45.0,42.0,0.0,20.0,20.0,0.0,30.0,0.0,9.0,6.0,0.0,9.0,38.0,18.0,18.0,0.0,27.0,0.0,27.0,15.0,53.0,0.0,0.0,42.0,3.0,0.0,8.0,3.0,21.0,33.0,3.0,36.0,0.0,0.0,9.0,3.0,3.0,0.0,12.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,39.0,0.0,27.0,8.0,53.0,45.0,15.0,15.0,29.0,29.0,8.0,0.0,24.0,0.0,27.0,0.0,0.0,14.0,14.0,14.0,14.0,3.0,0.0,12.0,0.0,39.0,39.0,0.0,47.0,15.0,27.0,6.0,29.0,29.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,3.0,15.0,3.0,0.0,29.0,0.0,39.0,53.0,14.0,33.0,15.0,32.0,26.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,39.0,3.0,53.0,3.0,0.0,0.0,39.0,0.0,53.0,21.0,15.0,15.0,15.0,29.0,29.0,8.0,9.0,0.0,0.0,18.0,0.0,39.0,9.0,3.0,0.0,0.0,6.0,21.0,39.0,0.0,53.0,36.0,53.0,15.0,15.0,29.0,53.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0
48,6.0,3.0,3.0,3.0,21.0,3.0,0.0,3.0,6.0,45.0,17.0,17.0,9.0,3.0,9.0,0.0,3.0,3.0,0.0,29.0,8.0,0.0,42.0,0.0,44.0,0.0,3.0,3.0,18.0,0.0,0.0,44.0,44.0,39.0,24.0,26.0,0.0,21.0,20.0,44.0,3.0,0.0,12.0,18.0,6.0,0.0,17.0,18.0,21.0,39.0,27.0,3.0,6.0,0.0,29.0,27.0,0.0,0.0,15.0,0.0,8.0,3.0,3.0,6.0,0.0,0.0,20.0,0.0,45.0,21.0,14.0,21.0,20.0,53.0,39.0,0.0,3.0,6.0,3.0,17.0,24.0,18.0,18.0,27.0,27.0,11.0,0.0,30.0,29.0,0.0,0.0,12.0,42.0,0.0,8.0,3.0,3.0,12.0,0.0,0.0,0.0,18.0,45.0,21.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,32.0,3.0,21.0,3.0,42.0,0.0,39.0,39.0,53.0,53.0,53.0,45.0,15.0,53.0,29.0,29.0,8.0,42.0,8.0,45.0,0.0,53.0,0.0,14.0,14.0,0.0,3.0,3.0,0.0,30.0,0.0,45.0,39.0,27.0,39.0,0.0,15.0,30.0,29.0,0.0,3.0,29.0,0.0,3.0,0.0,53.0,21.0,14.0,14.0,3.0,3.0,0.0,0.0,39.0,24.0,39.0,53.0,0.0,15.0,0.0,29.0,8.0,0.0,0.0,36.0,50.0,0.0,53.0,0.0,14.0,14.0,3.0,3.0,3.0,53.0,0.0,39.0,39.0,53.0,53.0,15.0,15.0,15.0,29.0,20.0,53.0,8.0,36.0,36.0,0.0,6.0,24.0,14.0,3.0,3.0,3.0,0.0,0.0,41.0,39.0,53.0,15.0,27.0,0.0,0.0,29.0,29.0,8.0,8.0,0.0,0.0,0.0,15.0,0.0
49,6.0,24.0,3.0,3.0,3.0,3.0,0.0,3.0,12.0,6.0,17.0,17.0,18.0,3.0,27.0,12.0,3.0,3.0,0.0,18.0,45.0,0.0,42.0,3.0,8.0,8.0,3.0,0.0,3.0,0.0,0.0,44.0,3.0,42.0,24.0,17.0,8.0,20.0,14.0,53.0,24.0,3.0,3.0,6.0,15.0,0.0,12.0,18.0,18.0,0.0,27.0,3.0,3.0,29.0,6.0,45.0,0.0,30.0,0.0,8.0,45.0,24.0,12.0,0.0,0.0,42.0,53.0,0.0,45.0,14.0,14.0,3.0,20.0,53.0,33.0,3.0,9.0,0.0,18.0,9.0,17.0,24.0,18.0,27.0,27.0,17.0,29.0,0.0,29.0,0.0,0.0,42.0,15.0,8.0,32.0,3.0,3.0,21.0,3.0,32.0,44.0,53.0,45.0,45.0,3.0,0.0,24.0,3.0,3.0,3.0,3.0,3.0,12.0,3.0,3.0,45.0,0.0,0.0,15.0,39.0,39.0,18.0,53.0,9.0,15.0,29.0,3.0,29.0,44.0,9.0,0.0,0.0,0.0,27.0,0.0,14.0,14.0,0.0,3.0,27.0,0.0,27.0,29.0,39.0,39.0,53.0,53.0,15.0,15.0,9.0,29.0,17.0,15.0,8.0,0.0,0.0,0.0,12.0,0.0,21.0,39.0,3.0,3.0,3.0,0.0,27.0,39.0,39.0,14.0,53.0,21.0,15.0,29.0,29.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,14.0,26.0,3.0,17.0,15.0,36.0,0.0,39.0,39.0,0.0,0.0,9.0,0.0,15.0,29.0,33.0,0.0,3.0,24.0,0.0,0.0,0.0,0.0,14.0,3.0,3.0,3.0,33.0,0.0,12.0,39.0,0.0,53.0,0.0,30.0,15.0,29.0,29.0,8.0,8.0,0.0,38.0,0.0,50.0,0.0
50,6.0,3.0,3.0,12.0,42.0,3.0,27.0,3.0,12.0,18.0,42.0,3.0,18.0,3.0,36.0,50.0,27.0,12.0,53.0,30.0,0.0,0.0,42.0,42.0,8.0,30.0,6.0,3.0,53.0,9.0,18.0,44.0,53.0,18.0,24.0,14.0,14.0,20.0,20.0,0.0,6.0,3.0,0.0,0.0,6.0,15.0,24.0,18.0,18.0,27.0,0.0,3.0,3.0,0.0,0.0,0.0,6.0,42.0,24.0,0.0,8.0,15.0,21.0,0.0,0.0,0.0,44.0,18.0,0.0,14.0,32.0,29.0,0.0,0.0,0.0,3.0,0.0,41.0,27.0,17.0,17.0,6.0,18.0,24.0,0.0,29.0,21.0,42.0,6.0,45.0,45.0,12.0,0.0,8.0,21.0,3.0,3.0,0.0,0.0,0.0,44.0,20.0,12.0,9.0,3.0,6.0,3.0,45.0,29.0,3.0,3.0,45.0,0.0,0.0,12.0,15.0,9.0,0.0,24.0,39.0,39.0,53.0,53.0,42.0,15.0,53.0,12.0,29.0,8.0,8.0,18.0,45.0,0.0,0.0,14.0,45.0,14.0,14.0,3.0,3.0,0.0,53.0,27.0,39.0,39.0,45.0,6.0,27.0,15.0,12.0,29.0,18.0,15.0,0.0,0.0,3.0,0.0,0.0,0.0,39.0,15.0,3.0,24.0,0.0,0.0,30.0,39.0,39.0,30.0,53.0,0.0,15.0,21.0,0.0,0.0,0.0,36.0,24.0,0.0,0.0,8.0,14.0,14.0,21.0,0.0,0.0,24.0,0.0,39.0,39.0,27.0,53.0,15.0,18.0,15.0,6.0,29.0,0.0,0.0,27.0,0.0,0.0,0.0,14.0,3.0,3.0,0.0,29.0,0.0,0.0,39.0,39.0,27.0,33.0,15.0,15.0,9.0,29.0,29.0,8.0,0.0,0.0,18.0,0.0,0.0,0.0
51,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,12.0,6.0,17.0,53.0,18.0,3.0,27.0,0.0,3.0,3.0,3.0,12.0,0.0,0.0,42.0,0.0,0.0,0.0,3.0,9.0,30.0,9.0,0.0,44.0,27.0,27.0,9.0,29.0,26.0,20.0,35.0,53.0,53.0,27.0,3.0,0.0,6.0,9.0,17.0,18.0,0.0,27.0,53.0,3.0,3.0,20.0,29.0,0.0,9.0,50.0,0.0,8.0,8.0,11.0,3.0,8.0,0.0,44.0,14.0,0.0,45.0,15.0,53.0,20.0,17.0,6.0,21.0,3.0,24.0,18.0,6.0,0.0,12.0,15.0,24.0,45.0,27.0,21.0,3.0,8.0,53.0,18.0,0.0,0.0,12.0,0.0,8.0,3.0,18.0,0.0,0.0,0.0,44.0,44.0,45.0,39.0,3.0,20.0,3.0,18.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,39.0,39.0,3.0,53.0,53.0,45.0,15.0,53.0,29.0,29.0,8.0,8.0,45.0,0.0,0.0,32.0,0.0,14.0,14.0,14.0,0.0,3.0,15.0,27.0,0.0,39.0,39.0,53.0,53.0,0.0,15.0,15.0,29.0,0.0,15.0,3.0,6.0,0.0,0.0,0.0,9.0,14.0,0.0,3.0,3.0,0.0,33.0,39.0,39.0,39.0,53.0,53.0,36.0,15.0,24.0,29.0,6.0,45.0,0.0,0.0,24.0,0.0,11.0,14.0,6.0,3.0,0.0,18.0,15.0,0.0,36.0,39.0,38.0,53.0,36.0,15.0,30.0,29.0,29.0,8.0,29.0,0.0,9.0,0.0,0.0,14.0,14.0,6.0,9.0,3.0,0.0,0.0,39.0,39.0,6.0,53.0,15.0,15.0,15.0,0.0,30.0,53.0,8.0,0.0,24.0,0.0,0.0,0.0
52,6.0,24.0,9.0,3.0,3.0,27.0,3.0,0.0,6.0,15.0,17.0,17.0,3.0,18.0,27.0,0.0,3.0,3.0,15.0,47.0,0.0,36.0,42.0,18.0,12.0,8.0,18.0,3.0,45.0,0.0,36.0,27.0,17.0,3.0,21.0,14.0,36.0,53.0,20.0,53.0,53.0,3.0,3.0,6.0,6.0,39.0,0.0,18.0,36.0,27.0,27.0,3.0,21.0,29.0,0.0,24.0,0.0,27.0,42.0,26.0,8.0,27.0,9.0,0.0,0.0,0.0,44.0,45.0,32.0,29.0,29.0,39.0,20.0,30.0,27.0,3.0,0.0,0.0,6.0,39.0,6.0,15.0,11.0,27.0,53.0,0.0,0.0,0.0,21.0,0.0,0.0,42.0,0.0,45.0,8.0,3.0,3.0,9.0,0.0,9.0,30.0,0.0,0.0,0.0,3.0,23.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,21.0,0.0,0.0,0.0,21.0,39.0,6.0,53.0,15.0,15.0,15.0,3.0,29.0,29.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,3.0,14.0,14.0,3.0,3.0,0.0,0.0,0.0,21.0,39.0,15.0,53.0,0.0,15.0,15.0,29.0,29.0,15.0,8.0,27.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,3.0,0.0,0.0,39.0,27.0,39.0,24.0,0.0,15.0,9.0,29.0,0.0,6.0,8.0,0.0,9.0,26.0,0.0,6.0,14.0,14.0,3.0,3.0,3.0,0.0,9.0,39.0,9.0,53.0,3.0,15.0,21.0,0.0,29.0,53.0,0.0,9.0,0.0,21.0,32.0,0.0,14.0,14.0,3.0,3.0,3.0,0.0,47.0,15.0,39.0,21.0,53.0,15.0,15.0,0.0,29.0,29.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0
53,6.0,18.0,3.0,3.0,3.0,3.0,21.0,6.0,6.0,18.0,0.0,15.0,0.0,9.0,9.0,0.0,3.0,3.0,21.0,0.0,42.0,38.0,42.0,39.0,0.0,0.0,0.0,36.0,3.0,0.0,0.0,44.0,44.0,45.0,36.0,14.0,29.0,20.0,0.0,45.0,53.0,3.0,3.0,39.0,18.0,24.0,17.0,18.0,18.0,27.0,15.0,3.0,12.0,11.0,29.0,24.0,0.0,6.0,45.0,21.0,8.0,12.0,35.0,0.0,0.0,44.0,0.0,30.0,18.0,3.0,0.0,12.0,20.0,53.0,23.0,0.0,3.0,0.0,0.0,0.0,17.0,15.0,18.0,27.0,27.0,0.0,50.0,42.0,9.0,3.0,0.0,18.0,42.0,0.0,8.0,3.0,3.0,12.0,8.0,45.0,0.0,44.0,45.0,0.0,15.0,3.0,3.0,6.0,3.0,3.0,6.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,39.0,39.0,24.0,53.0,50.0,15.0,15.0,53.0,11.0,29.0,15.0,8.0,0.0,44.0,0.0,0.0,0.0,14.0,39.0,14.0,24.0,3.0,0.0,53.0,0.0,3.0,39.0,53.0,53.0,15.0,27.0,15.0,3.0,24.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,3.0,3.0,15.0,17.0,39.0,39.0,24.0,18.0,0.0,15.0,15.0,29.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,33.0,14.0,14.0,3.0,0.0,15.0,0.0,0.0,39.0,0.0,53.0,53.0,6.0,15.0,29.0,29.0,24.0,36.0,0.0,47.0,0.0,30.0,0.0,14.0,39.0,12.0,6.0,24.0,39.0,0.0,0.0,0.0,53.0,0.0,33.0,39.0,15.0,3.0,29.0,21.0,8.0,0.0,18.0,0.0,0.0,0.0
54,6.0,3.0,3.0,12.0,3.0,3.0,3.0,0.0,6.0,15.0,9.0,6.0,6.0,27.0,0.0,0.0,26.0,3.0,39.0,32.0,3.0,0.0,42.0,29.0,0.0,18.0,3.0,3.0,45.0,0.0,0.0,39.0,44.0,30.0,27.0,14.0,9.0,0.0,20.0,45.0,53.0,3.0,3.0,6.0,24.0,21.0,6.0,18.0,18.0,53.0,27.0,24.0,3.0,11.0,3.0,0.0,0.0,27.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,44.0,38.0,45.0,0.0,0.0,0.0,3.0,0.0,44.0,0.0,3.0,21.0,0.0,6.0,17.0,6.0,9.0,18.0,27.0,0.0,18.0,3.0,45.0,0.0,0.0,0.0,15.0,50.0,0.0,8.0,3.0,3.0,42.0,0.0,0.0,44.0,44.0,45.0,45.0,18.0,3.0,27.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,36.0,27.0,39.0,39.0,39.0,18.0,15.0,27.0,29.0,0.0,29.0,24.0,30.0,8.0,0.0,0.0,0.0,0.0,14.0,14.0,33.0,12.0,3.0,0.0,0.0,0.0,42.0,27.0,36.0,53.0,0.0,15.0,32.0,29.0,3.0,15.0,8.0,12.0,0.0,50.0,0.0,0.0,39.0,18.0,0.0,0.0,24.0,12.0,39.0,39.0,39.0,53.0,12.0,15.0,53.0,0.0,29.0,8.0,8.0,0.0,24.0,8.0,0.0,0.0,0.0,3.0,3.0,3.0,9.0,0.0,0.0,39.0,39.0,53.0,0.0,0.0,0.0,29.0,24.0,42.0,8.0,0.0,0.0,0.0,0.0,14.0,14.0,14.0,3.0,27.0,3.0,9.0,6.0,39.0,39.0,53.0,53.0,15.0,24.0,15.0,0.0,6.0,8.0,8.0,0.0,0.0,0.0,0.0,53.0
